NAME,ID,TEAM,PLAY_SEASON,GP,GS,MIN,PPG,OFFR,DEFR,RPG,APG,SPG,BPG,TPG,FPG,A/TO,PER
Josh Akognon,6656,dallas-mavericks,2012/2013,3,0,3.0,1.7,0.0,0.3,0.3,0.3,0.00,0.00,0.0,1.0,0.0,15.4
Chris Wright,6666,dallas-mavericks,2012/2013,3,0,1.3,0.7,0.0,0.0,0.0,0.0,0.00,0.00,0.3,0.0,0.0,-1.8
Justin Dentmon,6483,dallas-mavericks,2012/2013,2,0,2.0,0.0,0.0,0.0,0.0,0.0,0.00,0.00,0.0,0.0,0.0,-19.3
Monta Ellis,2751,dallas-mavericks,2013/2014,7,7,35.6,20.4,0.9,1.6,2.4,2.9,1.29,0.14,2.1,2.7,1.3
Dirk Nowitzki,609,dallas-mavericks,2013/2014,7,7,37.6,19.1,0.7,7.3,8.0,1.6,0.86,0.86,2.1,2.9,0.7
Vince Carter,136,dallas-mavericks,2013/2014,7,0,27.1,12.6,1.0,2.6,3.6,2.4,0.43,0.29,0.9,1.7,2.8
Devin Harris,2382,dallas-mavericks,2013/2014,7,0,25.1,11.4,0.1,2.3,2.4,3.9,0.29,0.29,1.6,1.9,2.5
Jose Calderon,2806,dallas-mavericks,2013/2014,7,7,27.3,10.3,0.3,1.0,1.3,4.4,0.14,0.00,1.0,2.3,4.4
Shawn Marion,510,dallas-mavericks,2013/2014,7,7,27.6,8.4,2.0,3.3,5.3,1.9,0.86,0.14,0.7,1.6,2.6
DeJuan Blair,3965,dallas-mavericks,2013/2014,6,0,13.5,6.7,2.3,3.8,6.2,0.2,2.00,0.00,0.8,2.3,0.2
Brandan Wright,3242,dallas-mavericks,2013/2014,6,0,15.0,5.5,0.8,1.2,2.0,1.3,0.33,1.00,0.3,1.3,4.0
Samuel Dalembert,991,dallas-mavericks,2013/2014,7,7,19.3,4.6,3.3,5.1,8.4,0.0,0.29,1.43,0.6,2.1,0.0
Wayne Ellington,3981,dallas-mavericks,2013/2014,2,0,7.0,4.0,0.0,1.0,1.0,1.0,0.00,0.00,1.0,0.5,1.0
Jae Crowder,6581,dallas-mavericks,2013/2014,7,0,11.6,2.7,0.6,1.1,1.7,0.3,0.29,0.14,0.4,1.9,0.7
Bernard James,6593,dallas-mavericks,2013/2014,2,0,4.0,0.0,0.5,0.0,0.5,0.0,0.50,0.00,0.0,0.0,0.0
Shane Larkin,2596158,dallas-mavericks,2013/2014,2,0,5.0,0.0,0.0,0.5,0.5,1.0,0.00,0.00,0.5,0.0,2.0
Monta Ellis,2751,dallas-mavericks,2014/2015,5,5,39.4,26.0,0.8,2.4,3.2,5.2,2.00,0.60,3.2,3.6,1.6
Dirk Nowitzki,609,dallas-mavericks,2014/2015,5,5,36.2,21.2,0.8,9.6,10.4,2.4,0.40,0.40,2.0,3.2,1.2
J.J. Barea,3055,dallas-mavericks,2014/2015,5,2,30.8,11.8,1.0,3.8,4.8,7.4,0.80,0.00,2.8,3.4,2.6
Al-Farouq Aminu,4248,dallas-mavericks,2014/2015,5,2,30.0,11.2,2.8,4.4,7.2,1.2,2.00,1.60,1.2,3.0,1.0
Tyson Chandler,984,dallas-mavericks,2014/2015,5,5,32.0,10.2,5.4,5.4,10.8,0.2,0.60,1.20,1.0,3.2,0.2
Chandler Parsons,6466,dallas-mavericks,2014/2015,1,1,37.0,10.0,0.0,6.0,6.0,2.0,0.00,0.00,1.0,1.0,2.0
Rajon Rondo,3026,dallas-mavericks,2014/2015,2,2,18.5,9.5,0.5,0.5,1.0,3.0,0.00,0.00,1.0,3.0,3.0
Amar'e Stoudemire,1727,dallas-mavericks,2014/2015,5,0,15.0,7.8,1.4,1.8,3.2,0.6,0.20,0.60,1.4,3.2,0.4
Devin Harris,2382,dallas-mavericks,2014/2015,4,0,18.5,6.0,0.3,1.8,2.0,1.0,0.50,0.00,1.0,2.5,1.0
Charlie Villanueva,2792,dallas-mavericks,2014/2015,5,0,8.6,6.0,0.8,1.8,2.6,0.6,0.20,0.20,0.0,2.0,0.0
Richard Jefferson,1006,dallas-mavericks,2014/2015,4,2,12.8,3.8,0.0,0.5,0.5,0.3,0.50,0.00,0.8,2.3,0.3
Raymond Felton,2753,dallas-mavericks,2014/2015,3,1,12.0,3.7,0.3,2.0,2.3,1.3,0.00,0.00,0.0,0.3,0.0
Greg Smith,6530,dallas-mavericks,2014/2015,1,0,1.0,0.0,0.0,0.0,0.0,0.0,0.00,0.00,0.0,0.0,0.0
Bernard James,6593,dallas-mavericks,2014/2015,1,0,2.0,0.0,0.0,0.0,0.0,0.0,0.00,0.00,0.0,0.0,0.0
Dwight Powell,2531367,dallas-mavericks,2014/2015,2,0,1.5,0.0,0.0,0.5,0.5,0.5,0.00,0.00,0.0,0.5,0.0
Dirk Nowitzki,609,dallas-mavericks,2015/2016,5,5,34.0,20.4,0.6,4.2,4.8,1.6,0.40,0.60,1.4,1.8,1.1
Raymond Felton,2753,dallas-mavericks,2015/2016,5,4,34.4,15.0,0.4,4.2,4.6,4.6,1.20,0.00,2.4,2.8,1.9
Wesley Matthews,4032,dallas-mavericks,2015/2016,5,5,34.6,13.0,0.8,2.8,3.6,1.2,1.20,0.00,0.8,2.8,1.5
Justin Anderson,2982340,dallas-mavericks,2015/2016,5,1,19.0,9.4,1.8,2.2,4.0,1.4,0.80,0.60,1.0,2.4,1.4
Devin Harris,2382,dallas-mavericks,2015/2016,5,0,24.2,7.8,0.2,2.6,2.8,1.6,0.60,0.00,0.6,3.2,2.7
Zaza Pachulia,2016,dallas-mavericks,2015/2016,5,4,22.4,6.6,2.0,3.4,5.4,3.2,0.60,0.20,0.4,2.6,8.0
J.J. Barea,3055,dallas-mavericks,2015/2016,4,2,25.0,6.3,0.0,1.5,1.5,5.0,0.00,0.00,2.8,2.0,1.8
David Lee,2772,dallas-mavericks,2015/2016,2,0,16.5,6.0,0.5,2.5,3.0,0.5,0.00,0.00,0.0,3.5,0.0
Dwight Powell,2531367,dallas-mavericks,2015/2016,4,0,16.0,6.0,2.3,2.0,4.3,1.0,0.25,0.00,0.3,1.3,4.0
Deron Williams,2798,dallas-mavericks,2015/2016,3,3,16.3,5.0,0.0,0.7,0.7,2.7,0.33,0.00,2.3,2.0,1.1
Salah Mejri,2968458,dallas-mavericks,2015/2016,4,1,19.0,4.8,1.3,2.0,3.3,0.3,0.75,1.25,0.0,2.8,0.0
Charlie Villanueva,2792,dallas-mavericks,2015/2016,4,0,5.0,2.3,0.0,0.5,0.5,0.3,0.00,0.00,0.3,0.5,1.0
JaVale McGee,3452,dallas-mavericks,2015/2016,2,0,7.0,2.0,1.0,0.5,1.5,0.0,0.50,0.00,1.5,1.5,0.0
Ty Lawson,4000,denver-nuggets,2011/2012,7,7,34.6,19.0,0.6,2.0,2.6,6.0,1.00,0.14,1.1,1.7,5.3
Danilo Gallinari,3428,denver-nuggets,2011/2012,7,7,31.7,13.4,1.3,3.9,5.1,2.4,0.71,0.57,1.3,2.1,1.9
Andre Miller,557,denver-nuggets,2011/2012,7,0,28.6,11.3,2.0,3.6,5.6,6.0,1.29,0.14,2.4,2.7,2.5
Arron Afflalo,3187,denver-nuggets,2011/2012,7,7,32.7,10.9,0.7,2.9,3.6,2.7,0.71,0.29,1.3,2.0,2.1
Kenneth Faried,6433,denver-nuggets,2011/2012,7,7,27.4,10.4,3.6,6.4,10.0,0.6,0.71,1.14,2.0,2.9,0.3
Al Harrington,308,denver-nuggets,2011/2012,7,0,23.3,9.7,1.0,3.3,4.3,0.9,0.43,0.14,0.4,1.9,2.0
JaVale McGee,3452,denver-nuggets,2011/2012,7,0,25.9,8.6,3.3,6.3,9.6,0.7,0.71,3.14,0.6,3.0,1.3
Corey Brewer,3191,denver-nuggets,2011/2012,7,0,16.6,8.3,0.9,1.1,2.0,0.9,1.00,0.29,0.3,1.6,3.0
Timofey Mozgov,4298,denver-nuggets,2011/2012,7,5,14.1,4.0,1.4,1.9,3.3,0.4,0.29,0.86,0.7,2.3,0.6
Jordan Hamilton,6436,denver-nuggets,2011/2012,2,0,2.5,2.0,0.0,0.0,0.0,0.0,0.50,0.00,0.5,0.5,0.0
Julyan Stone,6543,denver-nuggets,2011/2012,2,0,2.5,1.0,0.5,0.0,0.5,1.0,0.00,0.00,0.0,0.0,0.0
Kosta Koufos,3444,denver-nuggets,2011/2012,3,2,8.7,0.7,1.3,2.3,3.7,0.0,0.00,0.33,1.0,1.7,0.0
Ty Lawson,4000,denver-nuggets,2012/2013,6,6,39.3,21.3,0.8,2.5,3.3,8.0,1.67,0.00,2.2,2.2,3.7
Andre Iguodala,2386,denver-nuggets,2012/2013,6,6,40.5,18.0,1.5,6.5,8.0,5.3,2.00,0.33,2.8,1.5,1.9
Andre Miller,557,denver-nuggets,2012/2013,6,0,25.7,14.0,1.8,1.5,3.3,3.8,0.33,0.00,2.7,1.3,1.4
Wilson Chandler,3194,denver-nuggets,2012/2013,6,6,34.2,12.0,0.8,4.7,5.5,1.3,1.33,0.50,1.2,4.2,1.1
Corey Brewer,3191,denver-nuggets,2012/2013,6,0,24.3,10.8,0.5,1.3,1.8,1.2,1.00,0.17,1.2,3.2,1.0
Kenneth Faried,6433,denver-nuggets,2012/2013,5,4,29.0,10.2,2.4,6.0,8.4,0.2,1.00,0.20,1.0,4.4,0.2
JaVale McGee,3452,denver-nuggets,2012/2013,6,2,18.7,7.2,2.8,2.3,5.2,0.0,0.67,1.00,1.8,2.8,0.0
Anthony Randolph,3455,denver-nuggets,2012/2013,5,0,6.0,5.2,0.0,1.2,1.2,0.0,0.40,0.00,0.4,0.8,0.0
Evan Fournier,6588,denver-nuggets,2012/2013,4,4,13.3,4.8,0.0,0.0,0.0,1.0,0.50,0.00,1.5,1.5,0.7
Kosta Koufos,3444,denver-nuggets,2012/2013,6,2,16.7,3.3,1.5,2.0,3.5,0.5,0.50,0.67,0.3,2.2,1.5
Julyan Stone,6543,denver-nuggets,2012/2013,2,0,6.5,1.0,0.0,0.0,0.0,0.5,0.00,0.00,0.0,1.5,0.0
Jordan Hamilton,6436,denver-nuggets,2012/2013,1,0,2.0,0.0,0.0,0.0,0.0,0.0,0.00,0.00,0.0,0.0,0.0
Ty Lawson,4000,denver-nuggets,2013/2014,62,61,35.8,17.6,0.6,2.8,3.5,8.8,1.61,0.16,3.2,1.8,2.7,19.0
Kenneth Faried,6433,denver-nuggets,2013/2014,80,77,27.2,13.7,3.0,5.6,8.6,1.2,0.88,0.86,1.7,2.4,0.7,19.9
Wilson Chandler,3194,denver-nuggets,2013/2014,62,55,31.1,13.6,0.9,3.8,4.7,1.8,0.74,0.50,1.3,3.1,1.4,12.5
Randy Foye,3003,denver-nuggets,2013/2014,81,78,30.7,13.2,0.4,2.4,2.9,3.5,0.83,0.48,1.8,2.5,2.0,13.3
Aaron Brooks,3192,denver-nuggets,2013/2014,29,12,29.0,11.9,0.7,2.0,2.7,5.2,0.93,0.24,2.3,2.4,2.3,13.0
JJ Hickson,3437,denver-nuggets,2013/2014,69,52,26.9,11.8,3.0,6.2,9.2,1.4,0.68,0.74,1.9,2.6,0.8,16.3
Nate Robinson,2782,denver-nuggets,2013/2014,44,1,19.7,10.4,0.5,1.4,1.8,2.5,0.82,0.09,1.3,2.1,1.9,15.6
Timofey Mozgov,4298,denver-nuggets,2013/2014,82,30,21.6,9.4,2.1,4.4,6.4,0.8,0.33,1.22,1.5,2.6,0.5,16.8
Evan Fournier,6588,denver-nuggets,2013/2014,76,4,19.8,8.4,0.4,2.2,2.7,1.5,0.45,0.09,1.3,2.4,1.1,10.4
JaVale McGee,3452,denver-nuggets,2013/2014,5,5,16.0,7.0,2.0,1.4,3.4,0.4,0.20,1.40,1.6,3.2,0.3,10.1
Jordan Hamilton,6436,denver-nuggets,2013/2014,39,11,17.2,6.8,0.6,2.8,3.4,0.9,0.79,0.33,0.7,0.8,1.3,13.3
Darrell Arthur,3413,denver-nuggets,2013/2014,68,1,17.1,5.9,0.8,2.3,3.1,0.9,0.57,0.69,0.9,2.7,1.1,9.4
Andre Miller,557,denver-nuggets,2013/2014,30,2,19.0,5.9,0.5,1.9,2.4,3.3,0.50,0.23,1.1,1.1,3.0,13.4
Quincy Miller,6611,denver-nuggets,2013/2014,52,16,15.2,4.9,0.7,2.1,2.8,0.5,0.42,0.62,0.9,1.3,0.5,8.6
Anthony Randolph,3455,denver-nuggets,2013/2014,43,5,12.3,4.8,0.5,2.4,2.8,0.7,0.60,0.44,0.9,1.5,0.8,12.2
Jan Vesely,4165,denver-nuggets,2013/2014,21,0,14.6,4.4,1.3,2.4,3.7,0.5,1.29,0.76,0.7,2.7,0.8,14.5
Ty Lawson,4000,denver-nuggets,2014/2015,75,75,35.5,15.2,0.6,2.6,3.1,9.6,1.23,0.12,2.5,1.7,3.9,18.5
Arron Afflalo,3187,denver-nuggets,2014/2015,53,53,33.0,14.5,0.4,3.0,3.4,1.9,0.60,0.09,1.6,2.0,1.2,11.7
Wilson Chandler,3194,denver-nuggets,2014/2015,78,75,31.7,13.9,1.2,4.9,6.1,1.7,0.74,0.37,1.4,3.0,1.2,13.2
Kenneth Faried,6433,denver-nuggets,2014/2015,75,71,27.8,12.6,3.2,5.7,8.9,1.2,0.83,0.76,1.6,2.8,0.8,18.5
Danilo Gallinari,3428,denver-nuggets,2014/2015,59,27,24.2,12.4,0.5,3.2,3.7,1.4,0.80,0.34,1.0,1.6,1.5,16.8
Will Barton,6579,denver-nuggets,2014/2015,28,0,24.4,11.0,0.8,3.8,4.6,1.9,1.21,0.54,1.6,1.8,1.2,15.9
Jameer Nelson,2439,denver-nuggets,2014/2015,34,5,20.6,9.6,0.5,1.5,1.9,3.7,0.74,0.12,1.8,2.1,2.0,14.6
Randy Foye,3003,denver-nuggets,2014/2015,50,21,21.7,8.7,0.2,1.5,1.7,2.4,0.68,0.22,1.2,1.9,2.0,11.0
Timofey Mozgov,4298,denver-nuggets,2014/2015,35,35,25.6,8.5,2.6,5.2,7.8,0.5,0.43,1.17,1.3,3.3,0.3,13.8
JJ Hickson,3437,denver-nuggets,2014/2015,73,8,19.3,7.6,2.1,4.1,6.2,0.8,0.49,0.48,1.3,1.9,0.6,14.4
Jusuf Nurkic,3102530,denver-nuggets,2014/2015,62,27,17.8,6.9,2.0,4.1,6.2,0.8,0.84,1.10,1.4,3.3,0.6,14.8
Darrell Arthur,3413,denver-nuggets,2014/2015,58,4,17.0,6.6,0.9,2.0,2.9,1.0,0.83,0.45,0.8,2.5,1.2,11.6
Nate Robinson,2782,denver-nuggets,2014/2015,33,1,14.1,5.8,0.4,0.8,1.2,2.3,0.42,0.09,0.7,2.1,3.5,10.6
JaVale McGee,3452,denver-nuggets,2014/2015,17,0,11.5,5.2,0.8,2.0,2.8,0.1,0.12,1.12,0.8,1.6,0.1,16.8
Alonzo Gee,4232,denver-nuggets,2014/2015,39,0,13.1,4.9,0.7,1.1,1.8,0.5,0.72,0.15,0.6,1.1,0.8,14.0
Joffrey Lauvergne,2959753,denver-nuggets,2014/2015,24,1,11.2,3.9,1.1,2.1,3.2,0.5,0.33,0.42,0.9,1.8,0.6,10.5
Gary Harris,2999547,denver-nuggets,2014/2015,55,6,13.1,3.4,0.4,0.8,1.2,0.5,0.71,0.13,0.7,1.3,0.8,5.0
Erick Green,2488684,denver-nuggets,2014/2015,43,1,9.5,3.4,0.2,0.6,0.7,0.9,0.28,0.00,0.3,0.6,2.8,9.0
Ian Clark,2489785,denver-nuggets,2014/2015,7,0,4.4,1.9,0.0,0.4,0.4,0.3,0.43,0.14,0.3,1.1,1.0,11.6
Jamaal Franklin,2528356,denver-nuggets,2014/2015,3,0,4.3,1.0,0.3,0.3,0.7,1.0,0.00,0.33,1.0,1.3,1.0,4.9
Danilo Gallinari,3428,denver-nuggets,2015/2016,53,53,34.7,19.5,1.0,4.3,5.3,2.5,0.79,0.36,1.5,1.6,1.8,19.0
Will Barton,6579,denver-nuggets,2015/2016,82,1,28.7,14.4,0.7,5.1,5.8,2.5,0.87,0.48,1.7,1.8,1.5,16.1
Emmanuel Mudiay,3892818,denver-nuggets,2015/2016,68,66,30.4,12.8,0.5,2.9,3.4,5.5,0.96,0.51,3.2,2.1,1.7,10.0
Kenneth Faried,6433,denver-nuggets,2015/2016,67,64,25.3,12.5,3.5,5.2,8.7,1.2,0.48,0.90,1.4,2.5,0.9,21.1
Gary Harris,2999547,denver-nuggets,2015/2016,76,76,32.1,12.3,0.7,2.2,2.9,1.9,1.28,0.24,1.3,1.9,1.5,12.8
D.J. Augustin,3415,denver-nuggets,2015/2016,28,0,23.5,11.6,0.1,1.8,1.9,4.7,0.89,0.07,1.9,1.6,2.4,18.1
Nikola Jokic,3112335,denver-nuggets,2015/2016,80,55,21.7,10.0,2.3,4.7,7.0,2.4,0.99,0.63,1.3,2.6,1.8,21.6
Jusuf Nurkic,3102530,denver-nuggets,2015/2016,32,3,17.1,8.2,2.0,3.4,5.5,1.3,0.75,1.38,1.7,2.8,0.7,16.0
Joffrey Lauvergne,2959753,denver-nuggets,2015/2016,59,15,17.6,7.9,1.3,3.6,4.9,0.9,0.22,0.25,0.9,1.9,1.0,15.8
Jameer Nelson,2439,denver-nuggets,2015/2016,39,15,26.6,7.7,0.5,2.5,2.9,4.9,0.64,0.13,1.7,2.6,2.9,9.5
Darrell Arthur,3413,denver-nuggets,2015/2016,70,16,21.7,7.5,1.2,3.0,4.2,1.4,0.76,0.69,0.9,2.6,1.5,12.5
JJ Hickson,3437,denver-nuggets,2015/2016,20,9,15.3,6.9,1.1,3.3,4.4,0.8,0.50,0.60,0.8,1.8,1.0,15.9
Randy Foye,3003,denver-nuggets,2015/2016,54,7,19.8,6.0,0.3,1.6,1.9,2.1,0.48,0.30,1.1,1.5,1.9,7.8
JaKarr Sampson,2608891,denver-nuggets,2015/2016,26,22,18.0,5.2,0.6,1.7,2.3,0.6,0.46,0.65,0.7,2.0,0.8,9.3
Axel Toupane,3037805,denver-nuggets,2015/2016,21,0,14.5,3.6,0.4,1.1,1.5,0.7,0.33,0.29,0.3,1.9,2.5,7.2
Sean Kilpatrick,2488689,denver-nuggets,2015/2016,8,0,10.3,3.4,0.3,0.5,0.8,0.4,0.25,0.00,0.5,0.9,0.8,8.0
Kostas Papanikolaou,4195,denver-nuggets,2015/2016,26,6,11.3,2.6,0.3,1.2,1.5,0.6,0.50,0.19,0.8,0.9,0.8,6.0
Mike Miller,558,denver-nuggets,2015/2016,47,2,7.9,1.3,0.1,1.0,1.1,0.9,0.28,0.09,0.4,1.1,2.4,6.5
Erick Green,2488684,denver-nuggets,2015/2016,3,0,2.3,0.0,0.0,0.3,0.3,0.3,0.00,0.00,0.0,0.0,0.0,0.9
Greg Monroe,4260,detroit-pistons,2011/2012,66,66,31.5,15.4,3.6,6.0,9.7,2.3,1.26,0.70,2.4,2.7,0.9,22.1
Rodney Stuckey,3235,detroit-pistons,2011/2012,55,48,29.9,14.8,0.7,1.9,2.6,3.8,0.80,0.18,1.9,2.3,2.0,17.6
Brandon Knight,6448,detroit-pistons,2011/2012,66,60,32.3,12.8,0.5,2.7,3.2,3.8,0.74,0.15,2.6,2.3,1.5,11.8
Tayshaun Prince,1724,detroit-pistons,2011/2012,63,63,33.1,12.7,1.1,3.3,4.5,2.4,0.43,0.52,1.2,1.2,2.1,12.9
Ben Gordon,2381,detroit-pistons,2011/2012,52,21,26.9,12.5,0.3,2.1,2.3,2.4,0.65,0.21,2.2,2.2,1.1,13.5
Jonas Jerebko,3998,detroit-pistons,2011/2012,64,13,22.9,8.7,1.5,3.3,4.8,0.7,0.64,0.33,1.0,2.5,0.7,14.2
Charlie Villanueva,2792,detroit-pistons,2011/2012,13,0,13.8,7.0,0.7,3.0,3.7,0.5,0.54,0.38,0.5,1.9,0.9,16.3
Jason Maxiell,2775,detroit-pistons,2011/2012,65,42,22.6,6.5,1.9,3.2,5.1,0.6,0.49,0.77,1.1,2.3,0.6,11.8
Will Bynum,2816,detroit-pistons,2011/2012,36,0,14.3,5.7,0.3,1.3,1.6,1.8,0.64,0.06,1.5,1.7,1.2,10.0
Austin Daye,3976,detroit-pistons,2011/2012,41,4,14.7,4.7,0.3,1.9,2.2,0.8,0.54,0.51,1.0,1.5,0.8,7.2
Damien Wilkins,2506,detroit-pistons,2011/2012,60,2,15.4,3.2,0.4,1.3,1.7,0.7,0.48,0.22,0.5,1.4,1.5,6.9
Walker Russell,6526,detroit-pistons,2011/2012,28,0,12.8,3.0,0.3,0.7,0.9,2.1,0.64,0.04,1.2,1.0,1.8,7.3
Vernon Macklin,6455,detroit-pistons,2011/2012,23,0,5.9,2.0,0.6,0.9,1.5,0.2,0.17,0.17,0.1,0.4,1.7,18.2
Ben Wallace,885,detroit-pistons,2011/2012,62,11,15.8,1.4,1.3,3.0,4.3,0.7,0.76,0.82,0.5,1.0,1.3,10.7
Greg Monroe,4260,detroit-pistons,2012/2013,81,81,33.2,16.0,2.9,6.7,9.6,3.5,1.30,0.68,2.9,2.3,1.2,19.5
Brandon Knight,6448,detroit-pistons,2012/2013,75,75,31.5,13.3,0.7,2.6,3.3,4.0,0.77,0.11,2.7,2.1,1.5,12.0
Tayshaun Prince,1724,detroit-pistons,2012/2013,45,45,32.4,11.7,1.0,3.7,4.6,2.5,0.47,0.29,1.2,1.0,2.1,12.6
Jose Calderon,2806,detroit-pistons,2012/2013,28,28,31.7,11.6,0.2,2.3,2.5,6.6,1.07,0.07,1.8,1.5,3.6,18.2
Rodney Stuckey,3235,detroit-pistons,2012/2013,76,24,28.6,11.5,0.6,2.2,2.8,3.6,0.67,0.22,1.8,1.7,2.0,13.0
Will Bynum,2816,detroit-pistons,2012/2013,65,0,18.8,9.8,0.4,1.1,1.5,3.6,0.69,0.08,1.9,2.0,1.8,16.6
Kyle Singler,6469,detroit-pistons,2012/2013,82,74,28.0,8.8,1.3,2.7,4.0,0.9,0.70,0.45,1.2,2.6,0.8,10.0
Andre Drummond,6585,detroit-pistons,2012/2013,60,10,20.7,7.9,2.8,4.8,7.6,0.5,0.98,1.58,1.0,2.4,0.5,21.7
Jonas Jerebko,3998,detroit-pistons,2012/2013,49,2,18.2,7.7,1.4,2.4,3.8,0.9,0.78,0.16,0.9,1.8,1.0,15.7
Jason Maxiell,2775,detroit-pistons,2012/2013,72,71,24.8,6.9,1.9,3.8,5.7,0.8,0.44,1.32,1.1,2.4,0.7,11.3
Charlie Villanueva,2792,detroit-pistons,2012/2013,69,0,15.8,6.8,0.7,2.8,3.5,0.8,0.45,0.57,0.6,1.4,1.4,14.1
Khris Middleton,6609,detroit-pistons,2012/2013,27,0,17.6,6.1,0.1,1.7,1.9,1.0,0.56,0.15,0.4,2.0,2.5,11.4
Corey Maggette,497,detroit-pistons,2012/2013,18,0,14.3,5.3,0.3,1.1,1.4,1.1,0.33,0.11,0.9,2.3,1.1,7.9
Austin Daye,3976,detroit-pistons,2012/2013,24,0,14.5,5.1,0.4,2.2,2.6,0.9,0.21,0.33,0.5,1.8,1.6,12.6
Slava Kravtsov,6636,detroit-pistons,2012/2013,25,0,9.0,3.1,1.0,0.8,1.8,0.4,0.20,0.36,0.6,1.3,0.6,14.5
Kim English,6586,detroit-pistons,2012/2013,41,0,9.9,2.9,0.2,0.7,0.9,0.6,0.39,0.07,0.5,1.1,1.4,8.0
Josh Smith,2411,detroit-pistons,2013/2014,77,76,35.5,16.4,1.3,5.4,6.8,3.3,1.36,1.43,2.6,2.6,1.3,14.1
Brandon Jennings,3997,detroit-pistons,2013/2014,80,79,34.1,15.5,0.7,2.3,3.1,7.6,1.26,0.10,2.7,2.0,2.8,15.7
Greg Monroe,4260,detroit-pistons,2013/2014,82,82,32.8,15.2,3.1,6.1,9.3,2.1,1.11,0.57,2.0,2.5,1.0,18.2
Rodney Stuckey,3235,detroit-pistons,2013/2014,73,5,26.7,13.9,0.5,1.8,2.3,2.1,0.74,0.14,1.7,1.8,1.2,14.0
Andre Drummond,6585,detroit-pistons,2013/2014,81,81,32.3,13.5,5.4,7.8,13.2,0.4,1.25,1.62,1.4,3.4,0.3,22.6
Kyle Singler,6469,detroit-pistons,2013/2014,82,36,28.5,9.6,1.4,2.3,3.7,0.9,0.74,0.46,1.0,2.6,0.9,11.9
Will Bynum,2816,detroit-pistons,2013/2014,56,3,18.8,8.7,0.4,1.3,1.8,3.9,0.70,0.13,1.8,2.2,2.1,14.4
Kentavious Caldwell-Pope,2581018,detroit-pistons,2013/2014,80,41,19.8,5.9,0.5,1.5,2.0,0.7,0.94,0.15,0.4,1.8,2.0,9.5
Charlie Villanueva,2792,detroit-pistons,2013/2014,20,0,9.0,4.6,0.3,1.4,1.7,0.3,0.20,0.25,0.4,0.8,0.9,12.8
Jonas Jerebko,3998,detroit-pistons,2013/2014,64,0,11.6,4.2,0.8,1.9,2.7,0.6,0.33,0.09,0.7,1.3,0.9,13.4
Chauncey Billups,63,detroit-pistons,2013/2014,19,7,16.3,3.8,0.2,1.3,1.5,2.2,0.42,0.05,1.3,1.3,1.7,5.3
Josh Harrellson,6439,detroit-pistons,2013/2014,32,0,9.9,2.9,0.9,1.4,2.4,0.5,0.19,0.47,0.3,1.4,1.5,13.5
Luigi Datome,2585629,detroit-pistons,2013/2014,34,0,7.0,2.4,0.4,0.9,1.4,0.3,0.18,0.03,0.3,0.6,1.0,8.0
Peyton Siva,2488706,detroit-pistons,2013/2014,24,0,9.3,2.3,0.1,0.5,0.6,1.4,0.38,0.04,0.8,1.1,1.9,5.7
Tony Mitchell,2583664,detroit-pistons,2013/2014,21,0,3.8,1.0,0.7,0.5,1.2,0.1,0.29,0.14,0.2,0.4,0.5,18.1
Reggie Jackson,6443,detroit-pistons,2014/2015,27,27,32.2,17.6,1.0,3.6,4.7,9.2,0.74,0.15,3.5,2.7,2.6,19.9
Greg Monroe,4260,detroit-pistons,2014/2015,69,57,31.0,15.9,3.3,6.9,10.2,2.1,1.13,0.49,2.2,2.1,1.0,21.3
Brandon Jennings,3997,detroit-pistons,2014/2015,41,41,28.6,15.4,0.5,2.0,2.5,6.6,1.07,0.10,2.2,1.6,3.0,19.7
Andre Drummond,6585,detroit-pistons,2014/2015,82,82,30.5,13.8,5.3,8.1,13.5,0.7,0.89,1.87,1.5,3.5,0.5,21.5
Josh Smith,2411,detroit-pistons,2014/2015,28,28,32.0,13.1,1.9,5.4,7.2,4.7,1.32,1.71,2.6,2.9,1.8,14.3
Kentavious Caldwell-Pope,2581018,detroit-pistons,2014/2015,82,82,31.5,12.7,0.6,2.5,3.1,1.3,1.13,0.22,1.1,2.0,1.2,11.3
Jodie Meeks,4003,detroit-pistons,2014/2015,60,0,24.4,11.1,0.2,1.5,1.7,1.3,0.98,0.10,1.0,1.3,1.4,14.2
D.J. Augustin,3415,detroit-pistons,2014/2015,54,13,23.8,10.6,0.2,1.6,1.9,4.9,0.61,0.04,2.0,1.1,2.4,15.9
Anthony Tolliver,3276,detroit-pistons,2014/2015,52,11,22.3,7.7,0.9,2.8,3.7,0.9,0.38,0.29,0.8,2.3,1.2,11.9
Tayshaun Prince,1724,detroit-pistons,2014/2015,23,7,24.8,7.3,1.1,3.1,4.2,1.7,0.65,0.35,0.7,1.1,2.4,11.8
Kyle Singler,6469,detroit-pistons,2014/2015,54,40,23.8,7.1,0.4,2.1,2.6,1.2,0.61,0.26,0.8,1.8,1.6,9.4
Caron Butler,1705,detroit-pistons,2014/2015,78,21,20.8,5.9,0.3,2.2,2.5,1.0,0.55,0.05,0.6,1.5,1.6,9.3
Jonas Jerebko,3998,detroit-pistons,2014/2015,46,0,15.3,5.2,1.0,2.1,3.1,0.9,0.59,0.24,0.6,1.7,1.6,14.6
