GAME_ID,DATE,PLAY_SEASON,HOME_TEAM,VISIT_TEAM,HOME_TEAM_SCORE,VISIT_TEAM_SCORE
311228001,"Dec 28, 2011",2011/2012,Atlanta Hawks,Washington,101,83
311230001,"Dec 30, 2011",2011/2012,Atlanta Hawks,Brooklyn,105,98
320105001,"Jan 5, 2012",2011/2012,Atlanta Hawks,Miami,116,1093
320107001,"Jan 7, 2012",2011/2012,Atlanta Hawks,Chicago,109,94
320112001,"Jan 12, 2012",2011/2012,Atlanta Hawks,Charlotte,111,81
320114001,"Jan 14, 2012",2011/2012,Atlanta Hawks,Minnesota,93,91
320116001,"Jan 16, 2012",2011/2012,Atlanta Hawks,Toronto,93,84
320118001,"Jan 18, 2012",2011/2012,Atlanta Hawks,Portland,92,89
320121001,"Jan 21, 2012",2011/2012,Atlanta Hawks,Cleveland,121,94
320202001,"Feb 2, 2012",2011/2012,Atlanta Hawks,Memphis,77,96
320204001,"Feb 4, 2012",2011/2012,Atlanta Hawks,Philadelphia,87,98
320206001,"Feb 6, 2012",2011/2012,Atlanta Hawks,Phoenix,90,99
320208001,"Feb 8, 2012",2011/2012,Atlanta Hawks,Indiana,97,87
320212001,"Feb 12, 2012",2011/2012,Atlanta Hawks,Miami,87,107
320223001,"Feb 23, 2012",2011/2012,Atlanta Hawks,Orlando,83,78
320229001,"Feb 29, 2012",2011/2012,Atlanta Hawks,Golden State,82,85
320302001,"Mar 2, 2012",2011/2012,Atlanta Hawks,Milwaukee,99,94
320303001,"Mar 3, 2012",2011/2012,Atlanta Hawks,Oklahoma City,97,90
320316001,"Mar 16, 2012",2011/2012,Atlanta Hawks,Washington,102,88
320319001,"Mar 19, 2012",2011/2012,Atlanta Hawks,Boston,76,79
320321001,"Mar 21, 2012",2011/2012,Atlanta Hawks,Cleveland,103,102
320323001,"Mar 23, 2012",2011/2012,Atlanta Hawks,Brooklyn,93,84
320325001,"Mar 25, 2012",2011/2012,Atlanta Hawks,Utah,1334,139
320328001,"Mar 28, 2012",2011/2012,Atlanta Hawks,Chicago,77,98
320330001,"Mar 30, 2012",2011/2012,Atlanta Hawks,NY Knicks,100,90
320404001,"Apr 4, 2012",2011/2012,Atlanta Hawks,Charlotte,120,93
320406001,"Apr 6, 2012",2011/2012,Atlanta Hawks,Detroit,101,96
320415001,"Apr 15, 2012",2011/2012,Atlanta Hawks,Toronto,86,102
320418001,"Apr 18, 2012",2011/2012,Atlanta Hawks,Detroit,116,84
320420001,"Apr 20, 2012",2011/2012,Atlanta Hawks,Boston,97,92
320422001,"Apr 22, 2012",2011/2012,Atlanta Hawks,NY Knicks,112,113
320424001,"Apr 24, 2012",2011/2012,Atlanta Hawks,Los Angeles,109,102
320426001,"Apr 26, 2012",2011/2012,Atlanta Hawks,Dallas,106,89
400277738,"Nov 2, 2012",2012/2013,Atlanta Hawks,Houston,102,109
400277775,"Nov 7, 2012",2012/2013,Atlanta Hawks,Indiana,89,86
400277792,"Nov 9, 2012",2012/2013,Atlanta Hawks,Miami,89,95
400277869,"Nov 19, 2012",2012/2013,Atlanta Hawks,Orlando,81,72
400277882,"Nov 21, 2012",2012/2013,Atlanta Hawks,Washington,101,100
400277905,"Nov 24, 2012",2012/2013,Atlanta Hawks,Los Angeles,104,93
400277932,"Nov 28, 2012",2012/2013,Atlanta Hawks,Charlotte,94,91
400277947,"Nov 30, 2012",2012/2013,Atlanta Hawks,Cleveland,111,113
400277980,"Dec 5, 2012",2012/2013,Atlanta Hawks,Denver,108,104
400277993,"Dec 7, 2012",2012/2013,Atlanta Hawks,Washington,104,95
400278042,"Dec 13, 2012",2012/2013,Atlanta Hawks,Charlotte,113,90
400278057,"Dec 15, 2012",2012/2013,Atlanta Hawks,Golden State,93,115
400278091,"Dec 19, 2012",2012/2013,Atlanta Hawks,Oklahoma City,92,100
400278111,"Dec 22, 2012",2012/2013,Atlanta Hawks,Chicago,92,75
400278134,"Dec 26, 2012",2012/2013,Atlanta Hawks,Detroit,1192,126
400278158,"Dec 29, 2012",2012/2013,Atlanta Hawks,Indiana,109,100
400278209,"Jan 5, 2013",2012/2013,Atlanta Hawks,Boston,81,89
400278253,"Jan 11, 2013",2012/2013,Atlanta Hawks,Utah,103,95
400278292,"Jan 16, 2013",2012/2013,Atlanta Hawks,Brooklyn,109,95
400278314,"Jan 19, 2013",2012/2013,Atlanta Hawks,San Antonio,93,98
400278328,"Jan 21, 2013",2012/2013,Atlanta Hawks,Minnesota,104,96
400278353,"Jan 25, 2013",2012/2013,Atlanta Hawks,Boston,1112,123
400278394,"Jan 30, 2013",2012/2013,Atlanta Hawks,Toronto,93,92
400278416,"Feb 2, 2013",2012/2013,Atlanta Hawks,Chicago,76,93
400278445,"Feb 6, 2013",2012/2013,Atlanta Hawks,Memphis,103,92
400278458,"Feb 8, 2013",2012/2013,Atlanta Hawks,New Orleans,100,111
400278522,"Feb 20, 2013",2012/2013,Atlanta Hawks,Miami,90,103
400278536,"Feb 22, 2013",2012/2013,Atlanta Hawks,Sacramento,122,108
400278622,"Mar 6, 2013",2012/2013,Atlanta Hawks,Philadelphia,107,96
400278647,"Mar 9, 2013",2012/2013,Atlanta Hawks,Brooklyn,80,93
400278680,"Mar 13, 2013",2012/2013,Atlanta Hawks,Los Angeles,96,92
400278692,"Mar 15, 2013",2012/2013,Atlanta Hawks,Phoenix,107,94
400278716,"Mar 18, 2013",2012/2013,Atlanta Hawks,Dallas,113,127
400278731,"Mar 20, 2013",2012/2013,Atlanta Hawks,Milwaukee,98,90
400278745,"Mar 22, 2013",2012/2013,Atlanta Hawks,Portland,93,104
400278806,"Mar 30, 2013",2012/2013,Atlanta Hawks,Orlando,97,88
400278821,"Apr 1, 2013",2012/2013,Atlanta Hawks,Cleveland,102,94
400278833,"Apr 3, 2013",2012/2013,Atlanta Hawks,NY Knicks,82,95
400278849,"Apr 5, 2013",2012/2013,Atlanta Hawks,Philadelphia,90,101
400278899,"Apr 12, 2013",2012/2013,Atlanta Hawks,Milwaukee,109,104
400278933,"Apr 16, 2013",2012/2013,Atlanta Hawks,Toronto,96,113
400488896,"Nov 1, 2013",2013/2014,Atlanta Hawks,Toronto,102,95
400488959,"Nov 9, 2013",2013/2014,Atlanta Hawks,Orlando,104,94
400488989,"Nov 13, 2013",2013/2014,Atlanta Hawks,NY Knicks,91,95
400489000,"Nov 15, 2013",2013/2014,Atlanta Hawks,Philadelphia,113,103
400489039,"Nov 20, 2013",2013/2014,Atlanta Hawks,Detroit,93,85
400489063,"Nov 23, 2013",2013/2014,Atlanta Hawks,Boston,87,94
400489086,"Nov 26, 2013",2013/2014,Atlanta Hawks,Orlando,92,109
400489104,"Nov 29, 2013",2013/2014,Atlanta Hawks,Dallas,88,87
400489143,"Dec 4, 2013",2013/2014,Atlanta Hawks,Los Angeles,107,97
400489155,"Dec 6, 2013",2013/2014,Atlanta Hawks,Cleveland,108,89
400489186,"Dec 10, 2013",2013/2014,Atlanta Hawks,Oklahoma City,92,101
400489205,"Dec 13, 2013",2013/2014,Atlanta Hawks,Washington,101,99
400489230,"Dec 16, 2013",2013/2014,Atlanta Hawks,Los Angeles,114,100
400489245,"Dec 18, 2013",2013/2014,Atlanta Hawks,Sacramento,124,107
400489257,"Dec 20, 2013",2013/2014,Atlanta Hawks,Utah,118,85
400489313,"Dec 28, 2013",2013/2014,Atlanta Hawks,Charlotte,118,116
400489356,"Jan 3, 2014",2013/2014,Atlanta Hawks,Golden State,100,101
400489395,"Jan 8, 2014",2013/2014,Atlanta Hawks,Indiana,97,87
400489406,"Jan 10, 2014",2013/2014,Atlanta Hawks,Houston,83,80
400489452,"Jan 16, 2014",2013/2014,Atlanta Hawks,Brooklyn,110,127
400489485,"Jan 20, 2014",2013/2014,Atlanta Hawks,Miami,121,114
400489508,"Jan 24, 2014",2013/2014,Atlanta Hawks,San Antonio,79,105
400489572,"Feb 1, 2014",2013/2014,Atlanta Hawks,Minnesota,120,113
400489594,"Feb 4, 2014",2013/2014,Atlanta Hawks,Indiana,85,89
400489623,"Feb 8, 2014",2013/2014,Atlanta Hawks,Memphis,76,79
400489677,"Feb 19, 2014",2013/2014,Atlanta Hawks,Washington,97,114
400489700,"Feb 22, 2014",2013/2014,Atlanta Hawks,NY Knicks,107,98
400489722,"Feb 25, 2014",2013/2014,Atlanta Hawks,Chicago,103,107
400489842,"Mar 13, 2014",2013/2014,Atlanta Hawks,Milwaukee,102,97
400489856,"Mar 15, 2014",2013/2014,Atlanta Hawks,Denver,97,92
400489877,"Mar 18, 2014",2013/2014,Atlanta Hawks,Toronto,118,113
400489898,"Mar 21, 2014",2013/2014,Atlanta Hawks,New Orleans,105,111
400489921,"Mar 24, 2014",2013/2014,Atlanta Hawks,Phoenix,95,102
400489944,"Mar 27, 2014",2013/2014,Atlanta Hawks,Portland,85,100
400489976,"Mar 31, 2014",2013/2014,Atlanta Hawks,Philadelphia,103,95
400489993,"Apr 2, 2014",2013/2014,Atlanta Hawks,Chicago,92,105
400490005,"Apr 4, 2014",2013/2014,Atlanta Hawks,Cleveland,117,98
400532894,"Apr 8, 2014",2013/2014,Atlanta Hawks,Detroit,95,102
400490039,"Apr 9, 2014",2013/2014,Atlanta Hawks,Boston,105,97
400490065,"Apr 12, 2014",2013/2014,Atlanta Hawks,Miami,98,85
400490080,"Apr 14, 2014",2013/2014,Atlanta Hawks,Charlotte,93,95
400578324,"Nov 1, 2014",2014/2015,Atlanta Hawks,Indiana,102,92
400578376,"Nov 8, 2014",2014/2015,Atlanta Hawks,NY Knicks,103,96
400578402,"Nov 12, 2014",2014/2015,Atlanta Hawks,Utah,100,97
400578416,"Nov 14, 2014",2014/2015,Atlanta Hawks,Miami,114,103
400578447,"Nov 18, 2014",2014/2015,Atlanta Hawks,Los Angeles,109,114
400578466,"Nov 21, 2014",2014/2015,Atlanta Hawks,Detroit,99,89
400578507,"Nov 26, 2014",2014/2015,Atlanta Hawks,Toronto,115,126
400578517,"Nov 28, 2014",2014/2015,Atlanta Hawks,New Orleans,100,91
400578529,"Nov 29, 2014",2014/2015,Atlanta Hawks,Charlotte,105,75
400578546,"Dec 2, 2014",2014/2015,Atlanta Hawks,Boston,109,105
400578587,"Dec 7, 2014",2014/2015,Atlanta Hawks,Denver,96,84
400578611,"Dec 10, 2014",2014/2015,Atlanta Hawks,Philadelphia,95,79
400578622,"Dec 12, 2014",2014/2015,Atlanta Hawks,Orlando,87,81
400578650,"Dec 15, 2014",2014/2015,Atlanta Hawks,Chicago,93,86
400578712,"Dec 23, 2014",2014/2015,Atlanta Hawks,Los Angeles,107,104
400578726,"Dec 26, 2014",2014/2015,Atlanta Hawks,Milwaukee,77,107
400578758,"Dec 30, 2014",2014/2015,Atlanta Hawks,Cleveland,109,101
400578818,"Jan 7, 2015",2014/2015,Atlanta Hawks,Memphis,96,86
400578850,"Jan 11, 2015",2014/2015,Atlanta Hawks,Washington,120,89
400578905,"Jan 19, 2015",2014/2015,Atlanta Hawks,Detroit,93,82
400578920,"Jan 21, 2015",2014/2015,Atlanta Hawks,Indiana,110,91
400578934,"Jan 23, 2015",2014/2015,Atlanta Hawks,Oklahoma City,103,93
400578953,"Jan 25, 2015",2014/2015,Atlanta Hawks,Minnesota,112,100
400578975,"Jan 28, 2015",2014/2015,Atlanta Hawks,Brooklyn,113,102
400578989,"Jan 30, 2015",2014/2015,Atlanta Hawks,Portland,105,99
400579000,"Jan 31, 2015",2014/2015,Atlanta Hawks,Philadelphia,91,85
400579024,"Feb 4, 2015",2014/2015,Atlanta Hawks,Washington,105,96
400579041,"Feb 6, 2015",2014/2015,Atlanta Hawks,Golden State,124,116
400579097,"Feb 20, 2015",2014/2015,Atlanta Hawks,Toronto,80,105
400579135,"Feb 25, 2015",2014/2015,Atlanta Hawks,Dallas,104,87
400579150,"Feb 27, 2015",2014/2015,Atlanta Hawks,Orlando,95,88
400579184,"Mar 3, 2015",2014/2015,Atlanta Hawks,Houston,104,96
400579207,"Mar 6, 2015",2014/2015,Atlanta Hawks,Cleveland,106,97
400579231,"Mar 9, 2015",2014/2015,Atlanta Hawks,Sacramento,130,105
400579331,"Mar 22, 2015",2014/2015,Atlanta Hawks,San Antonio,95,114
400579369,"Mar 27, 2015",2014/2015,Atlanta Hawks,Miami,99,86
400579395,"Mar 30, 2015",2014/2015,Atlanta Hawks,Milwaukee,101,88
400579430,"Apr 4, 2015",2014/2015,Atlanta Hawks,Brooklyn,131,99
400579446,"Apr 7, 2015",2014/2015,Atlanta Hawks,Phoenix,96,69
400579468,"Apr 10, 2015",2014/2015,Atlanta Hawks,Charlotte,104,80
400579497,"Apr 13, 2015",2014/2015,Atlanta Hawks,NY Knicks,108,112
400827888,"Oct 27, 2015",2015/2016,Atlanta Hawks,Detroit,94,106
400827913,"Oct 30, 2015",2015/2016,Atlanta Hawks,Charlotte,97,94
400827949,"Nov 4, 2015",2015/2016,Atlanta Hawks,Brooklyn,101,87
400827973,"Nov 7, 2015",2015/2016,Atlanta Hawks,Washington,114,99
400827988,"Nov 9, 2015",2015/2016,Atlanta Hawks,Minnesota,107,117
400828004,"Nov 11, 2015",2015/2016,Atlanta Hawks,New Orleans,106,98
400828035,"Nov 15, 2015",2015/2016,Atlanta Hawks,Utah,96,97
400828056,"Nov 18, 2015",2015/2016,Atlanta Hawks,Sacramento,103,97
400828097,"Nov 24, 2015",2015/2016,Atlanta Hawks,Boston,121,97
400828143,"Nov 30, 2015",2015/2016,Atlanta Hawks,Oklahoma City,106,100
400828159,"Dec 2, 2015",2015/2016,Atlanta Hawks,Toronto,86,96
400828173,"Dec 4, 2015",2015/2016,Atlanta Hawks,Los Angeles,100,87
400828234,"Dec 12, 2015",2015/2016,Atlanta Hawks,San Antonio,78,103
400828247,"Dec 14, 2015",2015/2016,Atlanta Hawks,Miami,88,100
400828263,"Dec 16, 2015",2015/2016,Atlanta Hawks,Philadelphia,127,106
400828300,"Dec 21, 2015",2015/2016,Atlanta Hawks,Portland,106,97
400828316,"Dec 23, 2015",2015/2016,Atlanta Hawks,Detroit,107,100
400828329,"Dec 26, 2015",2015/2016,Atlanta Hawks,NY Knicks,117,98
400828408,"Jan 5, 2016",2015/2016,Atlanta Hawks,NY Knicks,101,107
400828438,"Jan 9, 2016",2015/2016,Atlanta Hawks,Chicago,120,105
400828489,"Jan 16, 2016",2015/2016,Atlanta Hawks,Brooklyn,114,86
400828507,"Jan 18, 2016",2015/2016,Atlanta Hawks,Orlando,98,81
400828574,"Jan 27, 2016",2015/2016,Atlanta Hawks,Los Angeles,83,85
400828610,"Feb 1, 2016",2015/2016,Atlanta Hawks,Dallas,112,97
400828637,"Feb 5, 2016",2015/2016,Atlanta Hawks,Indiana,102,96
400828667,"Feb 8, 2016",2015/2016,Atlanta Hawks,Orlando,110,117
400828695,"Feb 19, 2016",2015/2016,Atlanta Hawks,Miami,111,115
400828706,"Feb 20, 2016",2015/2016,Atlanta Hawks,Milwaukee,117,1092
400828723,"Feb 22, 2016",2015/2016,Atlanta Hawks,Golden State,92,102
400828752,"Feb 26, 2016",2015/2016,Atlanta Hawks,Chicago,103,88
400828765,"Feb 28, 2016",2015/2016,Atlanta Hawks,Charlotte,87,76
400828861,"Mar 12, 2016",2015/2016,Atlanta Hawks,Memphis,95,83
400828871,"Mar 13, 2016",2015/2016,Atlanta Hawks,Indiana,104,75
400828902,"Mar 17, 2016",2015/2016,Atlanta Hawks,Denver,116,98
400828916,"Mar 19, 2016",2015/2016,Atlanta Hawks,Houston,109,97
400828935,"Mar 21, 2016",2015/2016,Atlanta Hawks,Washington,102,117
400828963,"Mar 25, 2016",2015/2016,Atlanta Hawks,Milwaukee,101,90
400829018,"Apr 1, 2016",2015/2016,Atlanta Hawks,Cleveland,108,110
400829044,"Apr 5, 2016",2015/2016,Atlanta Hawks,Phoenix,103,90
400829060,"Apr 7, 2016",2015/2016,Atlanta Hawks,Toronto,95,87
400829075,"Apr 9, 2016",2015/2016,Atlanta Hawks,Boston,118,107
311227017,"Dec 27, 2011",2011/2012,Brooklyn Nets,Atlanta,70,106
320102017,"Jan 2, 2012",2011/2012,Brooklyn Nets,Indiana,94,108
320107017,"Jan 7, 2012",2011/2012,Brooklyn Nets,Miami,90,101
320109017,"Jan 9, 2012",2011/2012,Brooklyn Nets,Atlanta,101,106
320118017,"Jan 18, 2012",2011/2012,Brooklyn Nets,Golden State,107,100
320121017,"Jan 21, 2012",2011/2012,Brooklyn Nets,Oklahoma City,74,84
320122017,"Jan 22, 2012",2011/2012,Brooklyn Nets,Charlotte,97,87
320129017,"Jan 29, 2012",2011/2012,Brooklyn Nets,Toronto,73,94
320201017,"Feb 1, 2012",2011/2012,Brooklyn Nets,Detroit,99,96
320203017,"Feb 3, 2012",2011/2012,Brooklyn Nets,Minnesota,105,108
320206017,"Feb 6, 2012",2011/2012,Brooklyn Nets,Chicago,87,108
320208017,"Feb 8, 2012",2011/2012,Brooklyn Nets,Detroit,92,99
320211017,"Feb 11, 2012",2011/2012,Brooklyn Nets,San Antonio,89,103
320215017,"Feb 15, 2012",2011/2012,Brooklyn Nets,Memphis,100,105
320219017,"Feb 19, 2012",2011/2012,Brooklyn Nets,Milwaukee,85,92
320222017,"Feb 22, 2012",2011/2012,Brooklyn Nets,Orlando,91,108
320307017,"Mar 7, 2012",2011/2012,Brooklyn Nets,Los Angeles,101,100
320310017,"Mar 10, 2012",2011/2012,Brooklyn Nets,Houston,106,112
320312017,"Mar 12, 2012",2011/2012,Brooklyn Nets,Milwaukee,99,105
320314017,"Mar 14, 2012",2011/2012,Brooklyn Nets,Toronto,98,84
320317017,"Mar 17, 2012",2011/2012,Brooklyn Nets,New Orleans,94,102
320319017,"Mar 19, 2012",2011/2012,Brooklyn Nets,Cleveland,100,105
320321017,"Mar 21, 2012",2011/2012,Brooklyn Nets,Washington,89,108
320324017,"Mar 24, 2012",2011/2012,Brooklyn Nets,Charlotte,102,89
320326017,"Mar 26, 2012",2011/2012,Brooklyn Nets,Utah,84,105
320328017,"Mar 28, 2012",2011/2012,Brooklyn Nets,Indiana,100,84
320406017,"Apr 6, 2012",2011/2012,Brooklyn Nets,Washington,110,98
320408017,"Apr 8, 2012",2011/2012,Brooklyn Nets,Cleveland,122,117
320410017,"Apr 10, 2012",2011/2012,Brooklyn Nets,Philadelphia,88,107
320414017,"Apr 14, 2012",2011/2012,Brooklyn Nets,Boston,82,94
320416017,"Apr 16, 2012",2011/2012,Brooklyn Nets,Miami,98,101
320418017,"Apr 18, 2012",2011/2012,Brooklyn Nets,NY Knicks,95,104
320423017,"Apr 23, 2012",2011/2012,Brooklyn Nets,Philadelphia,87,105
400277749,"Nov 3, 2012",2012/2013,Brooklyn Nets,Toronto,107,100
400277763,"Nov 5, 2012",2012/2013,Brooklyn Nets,Minnesota,96,107
400277810,"Nov 11, 2012",2012/2013,Brooklyn Nets,Orlando,82,74
400277826,"Nov 13, 2012",2012/2013,Brooklyn Nets,Cleveland,114,101
400277839,"Nov 15, 2012",2012/2013,Brooklyn Nets,Boston,102,97
400277894,"Nov 23, 2012",2012/2013,Brooklyn Nets,Los Angeles,86,76
400277913,"Nov 25, 2012",2012/2013,Brooklyn Nets,Portland,98,85
400431053,"Nov 26, 2012",2012/2013,Brooklyn Nets,NY Knicks,96,89
400277973,"Dec 4, 2012",2012/2013,Brooklyn Nets,Oklahoma City,111,117
400277992,"Dec 7, 2012",2012/2013,Brooklyn Nets,Golden State,102,109
400278013,"Dec 9, 2012",2012/2013,Brooklyn Nets,Milwaukee,88,97
400278024,"Dec 11, 2012",2012/2013,Brooklyn Nets,NY Knicks,97,100
400278048,"Dec 14, 2012",2012/2013,Brooklyn Nets,Detroit,1052,107
400278078,"Dec 18, 2012",2012/2013,Brooklyn Nets,Utah,90,92
400278119,"Dec 23, 2012",2012/2013,Brooklyn Nets,Philadelphia,95,92
400278125,"Dec 25, 2012",2012/2013,Brooklyn Nets,Boston,76,93
400278147,"Dec 28, 2012",2012/2013,Brooklyn Nets,Charlotte,97,81
400278160,"Dec 29, 2012",2012/2013,Brooklyn Nets,Cleveland,103,100
400278212,"Jan 5, 2013",2012/2013,Brooklyn Nets,Sacramento,113,93
400278252,"Jan 11, 2013",2012/2013,Brooklyn Nets,Phoenix,99,79
400278271,"Jan 13, 2013",2012/2013,Brooklyn Nets,Indiana,97,86
400278286,"Jan 15, 2013",2012/2013,Brooklyn Nets,Toronto,113,106
400278308,"Jan 18, 2013",2012/2013,Brooklyn Nets,Atlanta,94,89
400278382,"Jan 28, 2013",2012/2013,Brooklyn Nets,Orlando,97,77
400278395,"Jan 30, 2013",2012/2013,Brooklyn Nets,Miami,85,105
400278407,"Feb 1, 2013",2012/2013,Brooklyn Nets,Chicago,93,89
400278436,"Feb 5, 2013",2012/2013,Brooklyn Nets,Los Angeles,83,92
400278478,"Feb 10, 2013",2012/2013,Brooklyn Nets,San Antonio,86,111
400278499,"Feb 13, 2013",2012/2013,Brooklyn Nets,Denver,119,108
400278511,"Feb 19, 2013",2012/2013,Brooklyn Nets,Milwaukee,113,111
400278535,"Feb 22, 2013",2012/2013,Brooklyn Nets,Houston,96,106
400278551,"Feb 24, 2013",2012/2013,Brooklyn Nets,Memphis,72,76
400278590,"Mar 1, 2013",2012/2013,Brooklyn Nets,Dallas,90,98
400278638,"Mar 8, 2013",2012/2013,Brooklyn Nets,Washington,95,78
400278671,"Mar 12, 2013",2012/2013,Brooklyn Nets,New Orleans,108,98
400278711,"Mar 17, 2013",2012/2013,Brooklyn Nets,Atlanta,93,105
400278843,"Apr 4, 2013",2012/2013,Brooklyn Nets,Chicago,90,92
400278859,"Apr 6, 2013",2012/2013,Brooklyn Nets,Charlotte,105,96
400278875,"Apr 9, 2013",2012/2013,Brooklyn Nets,Philadelphia,104,83
400278925,"Apr 15, 2013",2012/2013,Brooklyn Nets,Washington,106,101
400278937,"Apr 17, 2013",2012/2013,Brooklyn Nets,Detroit,103,99
400488901,"Nov 1, 2013",2013/2014,Brooklyn Nets,Miami,101,100
400488925,"Nov 5, 2013",2013/2014,Brooklyn Nets,Utah,104,88
400488960,"Nov 9, 2013",2013/2014,Brooklyn Nets,Indiana,91,96
400489023,"Nov 18, 2013",2013/2014,Brooklyn Nets,Portland,98,108
400489070,"Nov 24, 2013",2013/2014,Brooklyn Nets,Detroit,97,109
400489091,"Nov 27, 2013",2013/2014,Brooklyn Nets,Los Angeles,94,99
400489136,"Dec 3, 2013",2013/2014,Brooklyn Nets,Denver,87,111
400489150,"Dec 5, 2013",2013/2014,Brooklyn Nets,NY Knicks,83,113
400489187,"Dec 10, 2013",2013/2014,Brooklyn Nets,Boston,104,96
400489200,"Dec 12, 2013",2013/2014,Brooklyn Nets,Los Angeles,102,93
400489232,"Dec 16, 2013",2013/2014,Brooklyn Nets,Philadelphia,130,94
400489247,"Dec 18, 2013",2013/2014,Brooklyn Nets,Washington,107,113
400489283,"Dec 23, 2013",2013/2014,Brooklyn Nets,Indiana,86,103
400489291,"Dec 25, 2013",2013/2014,Brooklyn Nets,Chicago,78,95
400489302,"Dec 27, 2013",2013/2014,Brooklyn Nets,Milwaukee,104,93
400489364,"Jan 4, 2014",2013/2014,Brooklyn Nets,Cleveland,89,82
400489379,"Jan 6, 2014",2013/2014,Brooklyn Nets,Atlanta,91,86
400489396,"Jan 8, 2014",2013/2014,Brooklyn Nets,Golden State,102,98
400489410,"Jan 10, 2014",2013/2014,Brooklyn Nets,Miami,952,104
400489489,"Jan 21, 2014",2013/2014,Brooklyn Nets,Orlando,101,90
400489510,"Jan 24, 2014",2013/2014,Brooklyn Nets,Dallas,107,106
400489536,"Jan 27, 2014",2013/2014,Brooklyn Nets,Toronto,103,104
400489565,"Jan 31, 2014",2013/2014,Brooklyn Nets,Oklahoma City,95,120
400489585,"Feb 3, 2014",2013/2014,Brooklyn Nets,Philadelphia,108,102
400489610,"Feb 6, 2014",2013/2014,Brooklyn Nets,San Antonio,103,89
400489632,"Feb 9, 2014",2013/2014,Brooklyn Nets,New Orleans,93,81
400489654,"Feb 12, 2014",2013/2014,Brooklyn Nets,Charlotte,105,89
400489764,"Mar 3, 2014",2013/2014,Brooklyn Nets,Chicago,96,80
400489781,"Mar 5, 2014",2013/2014,Brooklyn Nets,Memphis,103,94
400489811,"Mar 9, 2014",2013/2014,Brooklyn Nets,Sacramento,104,89
400489817,"Mar 10, 2014",2013/2014,Brooklyn Nets,Toronto,101,97
400489871,"Mar 17, 2014",2013/2014,Brooklyn Nets,Phoenix,108,95
400489883,"Mar 19, 2014",2013/2014,Brooklyn Nets,Charlotte,104,99
400489899,"Mar 21, 2014",2013/2014,Brooklyn Nets,Boston,114,98
400489951,"Mar 28, 2014",2013/2014,Brooklyn Nets,Cleveland,108,97
400489968,"Mar 30, 2014",2013/2014,Brooklyn Nets,Minnesota,114,99
400489984,"Apr 1, 2014",2013/2014,Brooklyn Nets,Houston,105,96
400490007,"Apr 4, 2014",2013/2014,Brooklyn Nets,Detroit,116,104
400490052,"Apr 11, 2014",2013/2014,Brooklyn Nets,Atlanta,88,93
400490072,"Apr 13, 2014",2013/2014,Brooklyn Nets,Orlando,97,88
400490087,"Apr 15, 2014",2013/2014,Brooklyn Nets,NY Knicks,98,109
400578336,"Nov 3, 2014",2014/2015,Brooklyn Nets,Oklahoma City,116,85
400578352,"Nov 5, 2014",2014/2015,Brooklyn Nets,Minnesota,91,98
400578367,"Nov 7, 2014",2014/2015,Brooklyn Nets,NY Knicks,110,99
400578382,"Nov 9, 2014",2014/2015,Brooklyn Nets,Orlando,104,96
400578441,"Nov 17, 2014",2014/2015,Brooklyn Nets,Miami,83,95
400578456,"Nov 19, 2014",2014/2015,Brooklyn Nets,Milwaukee,122,1183
400578534,"Nov 30, 2014",2014/2015,Brooklyn Nets,Chicago,84,102
400578558,"Dec 3, 2014",2014/2015,Brooklyn Nets,San Antonio,95,93
400578572,"Dec 5, 2014",2014/2015,Brooklyn Nets,Atlanta,75,98
400578595,"Dec 8, 2014",2014/2015,Brooklyn Nets,Cleveland,88,110
400578624,"Dec 12, 2014",2014/2015,Brooklyn Nets,Philadelphia,88,70
400578656,"Dec 16, 2014",2014/2015,Brooklyn Nets,Miami,91,95
400578695,"Dec 21, 2014",2014/2015,Brooklyn Nets,Detroit,110,105
400578713,"Dec 23, 2014",2014/2015,Brooklyn Nets,Denver,102,96
400578740,"Dec 27, 2014",2014/2015,Brooklyn Nets,Indiana,85,110
400578753,"Dec 29, 2014",2014/2015,Brooklyn Nets,Sacramento,107,99
400578803,"Jan 5, 2015",2014/2015,Brooklyn Nets,Dallas,88,96
400578819,"Jan 7, 2015",2014/2015,Brooklyn Nets,Boston,81,89
400578831,"Jan 9, 2015",2014/2015,Brooklyn Nets,Philadelphia,88,90
400578856,"Jan 12, 2015",2014/2015,Brooklyn Nets,Houston,99,113
400578868,"Jan 14, 2015",2014/2015,Brooklyn Nets,Memphis,92,103
400578897,"Jan 17, 2015",2014/2015,Brooklyn Nets,Washington,90,99
400578991,"Jan 30, 2015",2014/2015,Brooklyn Nets,Toronto,122,127
400579012,"Feb 2, 2015",2014/2015,Brooklyn Nets,Los Angeles,102,100
400579038,"Feb 6, 2015",2014/2015,Brooklyn Nets,NY Knicks,92,88
400579178,"Mar 2, 2015",2014/2015,Brooklyn Nets,Golden State,110,108
400579191,"Mar 4, 2015",2014/2015,Brooklyn Nets,Charlotte,91,115
400579208,"Mar 6, 2015",2014/2015,Brooklyn Nets,Phoenix,100,108
400579225,"Mar 8, 2015",2014/2015,Brooklyn Nets,Utah,88,95
400579239,"Mar 10, 2015",2014/2015,Brooklyn Nets,New Orleans,91,111
400579314,"Mar 20, 2015",2014/2015,Brooklyn Nets,Milwaukee,1273,129
